"inc_code","category","subcategory"
"68060","traffic collision","traffic collision - hit & run"
"68069","traffic collision","traffic collision - hit & run"
"71000","lost property","lost property"
"71010","other offenses","other offenses"
"71011","other offenses","other offenses"
"71012","other offenses","other offenses"
"71013","larceny theft","theft from vehicle"
"71014","non-criminal","non-criminal"
"71015","non-criminal","non-criminal"
"71016","non-criminal","non-criminal"
"71017","non-criminal","non-criminal"
"71018","non-criminal","non-criminal"
"71019","non-criminal","non-criminal"
"71020","non-criminal","non-criminal"
"71021","non-criminal","non-criminal"
